Invoice_ID,Invoice_Date,SKU,Invoice_Amount,Due_Date,Payment_Due
16825,2021-04-09,543,45120,2025-08-16,Yes
16826,2021-04-09,1408,8866,2025-05-24,NO
16827,2021-04-09,1773,11959,2023-08-04,NO
16828,2019-07-10,1780,35358,2025-09-13,Yes
16829,2021-04-13,1777,42997,2023-04-17,NO
16830,2021-04-13,263,24062,2026-01-22,Yes
16831,2021-04-13,116,22295,2024-09-07,NO
16832,2021-04-14,396,14391,2023-04-22,NO
16833,2019-07-26,2817,23700,2023-01-06,NO
16834,2021-04-14,396,11152,2024-02-15,NO
16835,2021-04-14,366,22946,2025-02-16,NO
16836,2021-04-14,366,11370,2024-02-08,NO
16837,2021-04-14,396,43299,2026-06-30,Yes
16838,2021-04-14,541,35181,2026-02-21,Yes
16839,2021-04-15,1477,15833,2024-07-12,NO
16840,2021-04-15,2136,42150,2024-04-08,NO
16841,2021-04-15,2041,39053,2024-10-27,NO
16842,2021-04-15,1443,6685,2024-11-02,NO
16843,2021-04-15,51,22926,2025-09-14,Yes
16844,2020-12-28,218,46437,2025-02-20,NO
16845,2021-04-15,1443,16546,2026-08-23,Yes
16846,2021-04-19,537,33382,2023-03-03,NO
16847,2020-11-27,90,5640,2026-07-31,Yes
16848,2021-04-19,561,21310,2024-05-30,NO
16849,2021-04-19,530,25793,2024-05-08,NO
16850,2021-04-19,2325,25387,2025-10-25,Yes
16851,2021-04-20,2457,13915,2023-12-21,NO
16852,2021-04-20,1442,36864,2023-08-07,NO
16853,2021-04-20,272,16935,2026-11-01,Yes
16854,2021-04-20,218,42285,2025-07-19,NO
16855,2021-04-20,128,27116,2023-07-12,NO
16856,2021-04-20,273,49412,2026-04-25,Yes
16857,2019-05-01,1799,48099,2026-05-31,Yes
16858,2021-04-21,2457,25365,2025-07-21,NO
16859,2019-12-12,499,34971,2023-07-01,NO
16860,2021-04-22,571,37517,2024-11-20,NO
16861,2021-04-22,2158,8134,2026-10-01,Yes
16862,2021-04-26,2279,25255,2024-12-18,NO
16863,2021-04-26,482,13445,2023-09-23,NO
16864,2020-02-08,1960,32818,2026-02-24,Yes
16865,2021-04-27,566,49072,2025-09-04,Yes
16866,2021-04-27,513,39823,2026-06-04,Yes
16867,2021-04-27,541,38361,2025-02-24,NO
16868,2021-04-28,732,35851,2023-06-24,NO
16869,2021-04-28,1777,25230,2026-09-25,Yes
16870,2021-04-29,978,41717,2023-04-07,NO
16871,2021-04-29,978,49093,2023-05-31,NO
16872,2019-03-08,709,27919,2026-08-29,Yes
16873,2021-04-29,2456,15319,2025-01-08,NO
16874,2021-05-03,525,31572,2023-09-21,NO
16875,2021-05-04,1409,46947,2023-03-18,NO
16876,2021-05-04,1069,23932,2023-06-02,NO
16877,2021-05-04,1766,36038,2024-07-01,NO
16878,2021-05-07,2363,32717,2023-04-08,NO
16879,2021-05-10,1777,19300,2023-06-04,NO
16880,2021-05-10,1785,13930,2026-01-26,Yes
16881,2021-05-10,2093,21748,2023-11-10,NO
16882,2020-05-19,976,8713,2026-02-03,Yes
16883,2021-05-11,561,15307,2026-06-29,Yes
16884,2021-05-11,543,9414,2023-09-04,NO
16885,2021-05-12,597,34596,2023-06-29,NO
16886,2021-05-17,2329,11903,2023-07-01,NO
16887,2020-09-29,1774,42003,2023-02-17,NO
16888,2021-05-17,1777,7683,2026-11-13,Yes
16889,2021-05-17,571,31133,2023-03-21,NO
16890,2021-05-17,1639,26019,2025-04-21,NO
16891,2021-05-17,2362,41372,2023-02-12,NO
16892,2021-05-17,1443,43137,2023-09-18,NO
16893,2021-05-17,196,25588,2023-12-30,NO
16894,2021-05-17,70,23519,2026-05-05,Yes
16895,2021-05-18,2329,45125,2025-03-22,NO
16896,2021-05-18,2456,14972,2025-06-06,NO
16897,2021-05-18,422,32107,2024-02-08,NO
16898,2021-05-18,255,41890,2024-12-21,NO
16899,2021-05-18,393,45524,2024-06-12,NO
16900,2021-05-18,829,14415,2024-04-04,NO
16901,2021-05-19,243,49122,2023-10-30,NO
16902,2021-05-19,1774,33469,2024-03-10,NO
16903,2021-05-19,538,49250,2024-02-06,NO
16904,2019-04-29,875,45078,2023-05-13,NO
16905,2021-05-19,589,24563,2025-06-20,NO
16906,2021-05-19,166,8493,2026-07-08,Yes
16907,2021-05-19,51,25679,2025-05-24,NO
16908,2021-05-20,1637,43724,2024-10-06,NO
16909,2021-05-20,1766,9232,2026-06-28,Yes
16910,2021-05-20,2329,37701,2026-08-05,Yes
16911,2021-05-20,2329,41651,2025-09-13,Yes
16912,2021-05-20,578,33405,2026-01-08,Yes
16913,2021-05-20,451,42258,2023-03-26,NO
16914,2021-05-20,129,23096,2026-02-23,Yes
16915,2021-05-20,272,15715,2025-08-25,Yes
16916,2021-05-21,482,39634,2024-03-02,NO
16917,2021-05-21,275,36313,2025-07-19,NO
16918,2021-05-21,2329,20497,2026-11-10,Yes
16919,2021-05-21,558,46659,2025-03-10,NO
16920,2021-05-21,2329,25683,2025-09-08,Yes
16921,2021-05-21,1773,31276,2024-12-28,NO
16922,2021-05-21,70,21516,2026-12-15,Yes
16923,2021-05-21,273,14036,2025-10-25,Yes
16924,2019-03-27,1978,41974,2024-01-05,NO
16925,2021-05-21,475,26435,2025-05-11,NO
16926,2021-05-21,275,5067,2026-08-05,Yes
16927,2021-05-24,166,44762,2026-07-17,Yes
16928,2021-05-24,244,24551,2025-01-31,NO
16929,2021-05-24,1779,22348,2026-10-10,Yes
16930,2021-05-24,482,36871,2024-01-18,NO
16931,2021-05-24,2456,9974,2024-01-30,NO
16932,2021-05-24,1572,29414,2025-10-07,Yes
16933,2020-04-09,1963,26207,2025-05-24,NO
16934,2021-05-24,273,47583,2023-10-24,NO
16935,2021-05-24,2329,26167,2024-06-12,NO
16936,2021-05-24,124,40165,2026-06-09,Yes
16937,2021-05-25,1777,39902,2023-08-21,NO
16938,2021-05-25,2329,19079,2024-09-22,NO
16939,2019-05-28,191,21736,2023-03-23,NO
16940,2019-01-31,678,37274,2024-05-19,NO
16941,2021-05-25,2432,5171,2024-04-24,NO
16942,2021-05-25,678,41384,2024-12-17,NO
16943,2021-05-25,538,37188,2026-06-29,Yes
16944,2021-05-25,543,7592,2024-05-13,NO
16945,2021-05-25,449,25750,2023-11-28,NO
16946,2021-05-26,414,27808,2024-01-21,NO
16947,2021-05-26,543,11200,2026-03-05,Yes
16948,2021-05-26,2456,25708,2024-07-04,NO
16949,2021-05-26,1780,43010,2023-10-18,NO
16950,2021-05-26,190,26548,2025-02-09,NO
16951,2021-05-26,842,45024,2026-11-16,Yes
16952,2021-05-27,541,20909,2023-12-23,NO
16953,2021-05-27,543,33609,2025-06-10,NO
16954,2021-10-15,503,18926,2024-06-17,NO
16955,2021-05-27,562,33789,2026-10-25,Yes
16956,2021-05-27,567,34433,2025-07-12,NO
16957,2021-05-27,1776,42235,2023-12-23,NO
16958,2021-05-27,1780,38862,2026-04-20,Yes
16959,2021-05-27,166,31675,2024-11-02,NO
16960,2022-10-11,2817,49805,2023-08-23,NO
16961,2021-05-27,166,41639,2023-04-17,NO
16962,2019-09-03,160,46107,2024-11-21,NO
16963,2021-01-12,2649,19833,2025-03-17,NO
16964,2020-06-09,1988,12963,2025-04-04,NO
16965,2021-05-28,482,35543,2025-04-21,NO
16966,2020-11-25,541,30635,2023-06-04,NO
16967,2021-05-28,1780,35920,2026-10-02,Yes
16968,2020-02-24,163,32692,2025-01-03,NO
16969,2021-05-28,51,32257,2023-06-09,NO
16970,2021-05-28,504,12886,2024-09-22,NO
16971,2021-05-28,396,14202,2025-07-02,NO
16972,2021-05-28,538,23187,2026-03-20,Yes
16973,2021-05-28,592,49194,2026-02-20,Yes
16974,2021-05-28,1766,36760,2023-04-01,NO
16975,2021-05-28,1976,38304,2024-08-28,NO
16976,2021-05-28,1990,46841,2024-12-06,NO
16977,2021-05-31,366,12548,2023-09-29,NO
16978,2021-05-31,366,11545,2025-01-02,NO
16979,2021-05-31,565,45213,2023-01-12,NO
16980,2019-08-19,538,17739,2025-02-05,NO
16981,2021-05-31,396,25613,2026-05-30,Yes
16982,2021-05-31,1776,15114,2025-06-16,NO
16983,2020-12-14,2235,23767,2026-06-02,Yes
16984,2019-11-25,582,7168,2026-08-28,Yes
16985,2021-05-31,525,8660,2026-02-20,Yes
16986,2021-05-31,1443,8452,2026-05-21,Yes
16987,2021-05-31,538,45214,2024-11-06,NO
16988,2021-05-31,1728,46602,2024-02-07,NO
16989,2021-05-31,366,10969,2025-05-25,NO
16990,2021-05-31,2457,8833,2026-01-21,Yes
16991,2021-05-31,166,22435,2025-01-07,NO
16992,2020-08-18,2535,28102,2026-09-24,Yes
16993,2021-05-31,561,39499,2026-02-16,Yes
16994,2021-05-31,270,33428,2024-11-15,NO
16995,2021-06-01,1801,39754,2026-08-25,Yes
16996,2021-06-01,541,7918,2025-07-25,NO
16997,2021-06-01,538,26162,2023-09-18,NO
16998,2021-06-02,168,16701,2026-12-17,Yes
16999,2021-06-04,678,18142,2025-09-26,Yes
17000,2021-06-04,166,7750,2024-06-19,NO
17001,2021-06-04,523,31758,2025-12-29,Yes
17002,2021-06-07,542,49874,2025-03-02,NO
17003,2021-06-07,49,23318,2026-11-04,Yes
17004,2021-06-07,2325,7743,2026-05-02,Yes
17005,2021-06-07,530,32818,2025-07-21,NO
17006,2021-06-07,272,48050,2023-12-18,NO
17007,2021-06-08,583,28749,2023-09-25,NO
17008,2021-06-09,594,37742,2024-08-13,NO
17009,2021-12-06,498,40057,2023-08-07,NO
17010,2021-06-10,166,40603,2025-12-10,Yes
17011,2021-06-11,422,6672,2024-11-05,NO
17012,2021-06-11,2456,37550,2023-01-21,NO
17013,2021-06-11,2070,8374,2023-12-10,NO
17014,2021-06-12,449,8695,2025-11-29,Yes
17015,2021-06-12,422,12182,2023-06-19,NO
17016,2021-06-12,414,12337,2024-10-31,NO
17017,2021-06-12,576,34288,2023-07-13,NO
17018,2021-06-12,582,18397,2025-05-17,NO
17019,2021-06-12,1726,47297,2026-08-21,Yes
17020,2021-06-12,566,11302,2026-08-30,Yes
17021,2021-06-14,449,31526,2025-12-04,Yes
17022,2020-07-01,526,7081,2023-08-21,NO
17023,2021-06-15,50,28080,2026-07-09,Yes
17024,2021-06-15,2319,6522,2025-02-04,NO
17025,2021-06-15,2344,14419,2025-04-02,NO
17026,2021-03-11,2817,13191,2026-12-24,Yes
17027,2021-06-21,1570,15221,2024-04-09,NO
17028,2021-06-21,2417,33224,2025-07-02,NO
17029,2021-06-21,129,8980,2023-08-07,NO
17030,2021-06-21,1778,27013,2025-02-28,NO
17031,2021-06-21,530,22471,2025-07-06,NO
17032,2021-06-21,451,46174,2026-11-17,Yes
17033,2019-12-14,1782,37234,2024-03-30,NO
17034,2021-06-16,1774,44506,2026-04-30,Yes
17035,2021-06-16,273,21199,2024-08-08,NO
17036,2021-06-16,1777,26171,2024-02-26,NO
17037,2021-06-17,1796,34764,2023-05-30,NO
17038,2021-03-01,2897,13278,2025-08-18,Yes
17039,2021-03-01,2898,12452,2025-12-22,Yes
17040,2021-03-01,2529,24443,2024-08-07,NO
17041,2021-03-26,2255,49983,2026-02-21,Yes
17042,2021-03-30,1332,45781,2026-06-18,Yes
17043,2021-03-30,1317,22523,2026-06-15,Yes
17044,2020-10-03,163,18872,2025-06-06,NO
17045,2020-10-28,916,33953,2024-12-10,NO
17046,2020-10-31,2329,11875,2024-07-04,NO
17047,2020-02-08,538,46530,2024-10-02,NO
17048,2021-03-30,2649,31605,2023-04-23,NO
17049,2021-03-31,2710,11088,2024-06-22,NO
17050,2019-03-27,234,21452,2024-03-16,NO
17051,2020-02-28,2408,45127,2023-06-26,NO
17052,2019-05-25,2408,32067,2023-11-15,NO
17053,2019-07-31,1284,22086,2023-05-29,NO
17054,2021-04-05,750,23162,2023-01-09,NO
17055,2021-04-05,770,39832,2026-11-28,Yes
17056,2021-04-05,755,28984,2026-07-03,Yes
17057,2021-04-05,2649,27072,2023-04-04,NO
17058,2021-01-18,1196,19541,2025-08-08,NO
17059,2021-01-26,1360,26906,2025-05-17,NO
17060,2021-01-26,1264,20601,2026-07-31,Yes
17061,2021-02-16,543,46441,2026-06-15,Yes
17062,2021-02-02,1341,11355,2023-04-03,NO
17063,2021-03-20,1334,44569,2025-12-29,Yes
17064,2021-03-20,1335,13671,2023-09-11,NO
17065,2021-03-20,1345,21681,2023-04-26,NO
17066,2021-03-22,454,7088,2025-03-13,NO
17067,2021-03-26,2390,32729,2023-05-03,NO
17068,2021-03-26,1336,34114,2024-08-10,NO
17069,2021-03-26,1367,34016,2024-03-29,NO
17070,2021-03-30,1822,7135,2025-11-23,Yes
17071,2021-04-06,1350,42814,2025-03-03,NO
17072,2021-04-06,2483,42762,2025-02-02,NO
17073,2021-04-26,1504,32752,2026-10-06,Yes
17074,2021-04-27,1155,42507,2026-02-12,Yes
17075,2021-05-10,1345,16324,2023-03-31,NO
17076,2021-05-10,1368,30418,2026-08-05,Yes
17077,2021-03-06,2329,31642,2025-05-05,NO
17078,2021-05-20,1334,47098,2024-09-08,NO
17079,2021-06-16,1369,48074,2023-04-20,NO
17080,2021-06-18,1368,14159,2026-08-29,Yes
17081,2021-06-18,1356,31383,2026-03-23,Yes
17082,2020-11-07,2127,25614,2024-05-28,NO
17083,2021-07-26,1345,23472,2023-05-28,NO
17084,2021-07-26,1334,47417,2026-03-14,Yes
17085,2019-12-23,2029,46755,2023-07-10,NO
17086,2021-07-26,1351,32148,2025-08-26,Yes
17087,2021-07-01,2167,18890,2023-09-18,NO
17088,2021-03-12,1917,33175,2025-06-27,NO
17089,2021-03-16,1765,35565,2025-12-16,Yes
17090,2021-04-12,2492,32399,2026-12-20,Yes
17091,2021-05-17,1765,30834,2023-03-21,NO
17092,2021-05-17,2156,30860,2026-06-01,Yes
17093,2021-05-20,1831,29637,2023-06-01,NO
17094,2020-09-30,2329,21734,2023-01-03,NO
17095,2021-04-30,1777,44772,2025-07-06,NO
17096,2021-05-25,2149,39195,2025-01-01,NO
17097,2021-05-25,1395,46983,2023-01-07,NO
17098,2021-06-07,1765,16559,2025-09-18,Yes
17099,2021-06-07,475,32472,2025-07-17,NO
17100,2020-05-08,223,6336,2023-11-04,NO
17101,2021-01-13,1327,10750,2026-12-02,Yes
17102,2021-01-13,2817,23338,2025-07-02,NO
17103,2021-02-11,2827,11104,2026-08-15,Yes
17104,2021-02-11,2827,39623,2024-06-14,NO
17105,2019-10-02,2416,14763,2023-11-17,NO
17106,2019-03-14,1253,38556,2026-09-27,Yes
17107,2021-03-11,2827,30446,2025-03-07,NO
17108,2021-03-11,2883,23675,2023-08-19,NO
17109,2021-03-24,2731,13789,2024-06-04,NO
17110,2021-03-24,2731,23759,2023-03-15,NO
17111,2019-11-21,140,39445,2025-09-01,Yes
17112,2021-04-05,2851,36189,2026-09-10,Yes
17113,2019-10-14,166,8442,2026-09-06,Yes
17114,2021-03-08,2149,36485,2025-06-04,NO
17115,2021-03-08,1395,9086,2023-04-24,NO
17116,2021-03-08,2897,8201,2024-04-30,NO
17117,2021-03-08,2898,40289,2023-11-21,NO
17118,2021-03-08,1861,9308,2023-08-18,NO
17119,2021-03-08,2313,18937,2026-01-02,Yes
17120,2021-03-08,1039,30933,2026-07-11,Yes
17121,2021-03-08,475,15006,2023-12-16,NO
17122,2021-03-08,2156,32609,2023-09-01,NO
17123,2021-03-08,2223,24900,2025-06-13,NO
17124,2021-03-08,2355,9989,2024-07-28,NO
17125,2021-03-08,2529,37620,2023-07-19,NO
17126,2021-03-18,2236,23878,2023-05-03,NO
17127,2019-02-25,1823,6179,2023-03-26,NO
17128,2021-04-26,1912,19063,2024-10-12,NO
17129,2021-06-02,1765,12039,2023-08-28,NO
17130,2019-02-06,1428,15256,2023-12-06,NO
17131,2019-11-13,574,47595,2023-05-18,NO
17132,2021-06-04,2149,38004,2025-09-28,Yes
17133,2019-01-07,1506,8352,2026-10-26,Yes
17134,2021-06-04,1765,26289,2026-06-06,Yes
17135,2021-06-04,475,33579,2025-02-19,NO
17136,2021-06-15,2897,45685,2026-12-22,Yes
17137,2021-06-15,2898,49054,2025-11-08,Yes
17138,2021-09-15,2156,27135,2025-04-06,NO
17139,2021-09-27,2827,42304,2023-09-11,NO
17140,2021-09-27,2883,45342,2026-11-29,Yes
17141,2019-11-06,2885,31980,2023-10-01,NO
17142,2021-10-01,196,30325,2026-08-12,Yes
17143,2021-10-28,70,39231,2024-10-07,NO
17144,2021-10-01,394,42949,2026-08-10,Yes
17145,2021-10-01,1636,46624,2024-07-10,NO
17146,2021-10-01,107,44558,2023-04-08,NO
17147,2021-10-02,70,34955,2023-11-12,NO
17148,2021-10-02,552,32063,2024-07-04,NO
17149,2021-10-04,2134,41901,2025-01-09,NO
17150,2021-07-30,272,40007,2025-01-04,NO
17151,2021-07-30,163,20881,2024-09-30,NO
17152,2021-07-30,265,36484,2024-06-15,NO
17153,2021-07-30,541,26223,2024-11-22,NO
17154,2021-07-30,70,41851,2024-06-01,NO
17155,2021-09-24,766,17905,2025-06-09,NO
17156,2021-09-24,2850,24478,2023-11-16,NO
17157,2021-09-25,2781,13444,2024-08-30,NO
17158,2021-10-12,161,13048,2026-08-18,Yes
17159,2021-10-12,539,19291,2023-09-15,NO
17160,2021-10-12,2329,11279,2024-10-23,NO
17161,2021-10-12,2151,38084,2024-10-11,NO
17162,2021-10-11,478,14535,2026-02-20,Yes
17163,2021-10-11,789,29291,2025-07-31,NO
17164,2021-10-11,1639,22620,2023-12-14,NO
17165,2021-10-04,568,15339,2025-04-06,NO
17166,2021-08-25,1443,19558,2026-01-06,Yes
17167,2020-02-08,2151,7802,2025-08-25,Yes
17168,2021-08-25,1776,7637,2025-03-24,NO
17169,2021-08-25,539,43798,2024-12-29,NO
17170,2020-07-27,166,47096,2026-01-15,Yes
17171,2020-05-09,818,10649,2023-11-16,NO
17172,2021-08-05,586,7858,2026-04-13,Yes
17173,2021-08-05,1573,42674,2023-08-17,NO
17174,2021-08-05,150,33867,2023-03-27,NO
17175,2021-08-05,562,14306,2026-09-04,Yes
17176,2021-08-05,541,26277,2023-05-08,NO
17177,2021-08-05,166,17673,2025-12-29,Yes
17178,2019-01-10,976,25793,2023-10-25,NO
17179,2021-07-31,2457,31246,2024-03-31,NO
17180,2021-07-31,592,23607,2026-12-06,Yes
17181,2021-07-31,2424,46080,2023-03-05,NO
17182,2021-07-31,2329,29538,2026-05-17,Yes
17183,2019-03-23,2523,24875,2025-01-05,NO
17184,2021-07-31,2203,38985,2023-10-31,NO
17185,2021-07-31,1838,27767,2025-04-16,NO
17186,2021-07-31,1443,43317,2023-05-30,NO
17187,2019-03-06,2442,27052,2024-11-05,NO
17188,2021-07-31,272,38743,2023-04-03,NO
17189,2021-07-31,366,37293,2024-09-14,NO
17190,2021-07-31,414,38024,2024-05-15,NO
17191,2021-07-31,422,9147,2026-08-22,Yes
17192,2021-07-31,449,29778,2024-06-13,NO
17193,2021-07-31,456,9433,2024-02-24,NO
17194,2021-08-23,2834,34867,2023-03-06,NO
17195,2021-08-26,226,48128,2026-01-21,Yes
17196,2021-08-26,400,44413,2023-04-01,NO
17197,2021-08-26,830,17924,2023-09-03,NO
17198,2021-08-26,164,24902,2023-12-27,NO
17199,2021-08-20,2850,39874,2024-09-23,NO
17200,2021-08-20,2851,35940,2023-10-18,NO
17201,2021-02-08,1327,22017,2023-03-22,NO
17202,2021-02-08,1332,15629,2025-10-04,Yes
17203,2021-02-08,1315,43430,2023-03-20,NO
17204,2021-03-29,1332,6927,2025-04-07,NO
17205,2020-02-18,1640,43804,2025-05-13,NO
17206,2021-03-29,1327,5588,2025-05-20,NO
17207,2021-03-29,1321,24737,2024-03-12,NO
17208,2021-03-29,2254,38177,2026-02-12,Yes
17209,2021-03-29,2255,38428,2023-07-18,NO
17210,2021-03-29,2649,32538,2025-03-09,NO
17211,2021-03-31,2710,18468,2026-01-16,Yes
17212,2021-03-31,1318,34575,2023-06-26,NO
17213,2021-03-31,2649,10056,2025-01-30,NO
17214,2021-08-02,439,29051,2026-12-23,Yes
17215,2021-08-02,561,44376,2023-04-11,NO
17216,2021-08-02,2455,44371,2026-08-24,Yes
17217,2021-08-02,1573,35776,2023-03-22,NO
17218,2021-08-02,1572,35657,2026-03-04,Yes
17219,2021-08-04,1425,22025,2023-08-06,NO
17220,2021-04-28,2817,39740,2025-04-03,NO
17221,2020-03-03,538,25205,2025-01-21,NO
17222,2021-02-04,541,8042,2025-09-19,Yes
17223,2021-02-04,538,9237,2026-03-13,Yes
17224,2019-08-06,191,7750,2024-06-05,NO
17225,2021-01-11,2252,47175,2025-03-01,NO
17226,2021-01-11,2253,5963,2023-07-20,NO
17227,2021-01-12,1327,7734,2025-12-14,Yes
17228,2021-03-23,519,44182,2024-08-15,NO
17229,2020-06-25,541,45434,2025-10-19,Yes
17230,2021-01-13,2251,8524,2024-05-31,NO
17231,2020-01-14,2385,17679,2024-03-28,NO
17232,2021-02-06,2649,11673,2023-09-22,NO
17233,2021-01-28,2901,49816,2023-03-21,NO
17234,2021-02-12,1527,17925,2025-09-17,Yes
17235,2021-08-06,574,45550,2026-12-03,Yes
17236,2021-08-06,574,35687,2023-10-01,NO
17237,2021-08-06,592,6423,2024-03-05,NO
17238,2021-08-06,224,15286,2026-06-02,Yes
17239,2021-08-05,2850,47303,2024-12-11,NO
17240,2021-09-15,1456,48980,2025-10-31,Yes
17241,2020-05-12,868,35083,2023-10-16,NO
17242,2021-09-15,789,5866,2025-04-19,NO
17243,2021-09-15,2145,24730,2025-04-24,NO
17244,2021-09-15,70,46810,2024-05-26,NO
17245,2021-08-27,2329,14748,2024-10-08,NO
17246,2021-08-27,561,7802,2025-01-11,NO
17247,2021-08-27,543,22180,2026-08-20,Yes
17248,2021-08-27,538,19006,2024-02-10,NO
17249,2021-08-27,1776,36512,2024-12-07,NO
17250,2020-06-09,194,13607,2026-09-24,Yes
17251,2021-10-09,421,10694,2024-10-06,NO
17252,2021-10-09,527,48951,2024-01-16,NO
17253,2021-10-09,192,11184,2023-12-27,NO
17254,2021-10-09,449,37744,2025-08-06,NO
17255,2021-10-09,2329,18472,2025-12-24,Yes
17256,2021-10-09,51,49441,2026-08-25,Yes
17257,2021-08-27,57,17694,2023-05-14,NO
17258,2021-08-27,166,28123,2025-05-26,NO
17259,2021-08-27,150,12540,2026-06-09,Yes
17260,2021-08-27,2041,25479,2025-08-07,NO
17261,2021-08-28,1221,30259,2026-09-25,Yes
17262,2021-08-16,2153,18013,2025-04-11,NO
17263,2021-08-16,2175,44575,2025-03-09,NO
17264,2021-08-16,2176,45371,2023-06-07,NO
17265,2021-10-16,2139,36924,2023-11-01,NO
17266,2021-09-24,2329,35323,2025-12-17,Yes
17267,2021-09-25,2490,49585,2023-12-31,NO
17268,2021-09-25,70,11936,2023-12-04,NO
17269,2021-09-24,1777,26153,2023-08-21,NO
17270,2021-09-24,1456,16492,2025-10-22,Yes
17271,2019-01-14,1600,9353,2025-07-03,NO
17272,2020-11-17,525,31793,2025-03-12,NO
17273,2021-09-24,273,31103,2024-09-08,NO
17274,2021-09-24,1823,22089,2026-10-26,Yes
17275,2021-09-24,526,12071,2025-09-30,Yes
17276,2020-01-14,1421,17033,2025-07-07,NO
17277,2021-09-24,1533,14234,2025-10-07,Yes
17278,2021-03-29,272,7482,2026-03-28,Yes
17279,2022-08-26,1752,42715,2023-10-18,NO
17280,2021-06-11,2223,6948,2026-01-15,Yes
17281,2021-06-11,1395,29277,2023-03-10,NO
17282,2021-06-11,732,31824,2023-05-21,NO
17283,2021-06-11,2149,43069,2023-08-10,NO
17284,2021-06-11,1425,48357,2024-12-01,NO
17285,2021-06-11,353,32578,2023-01-31,NO
17286,2021-01-04,494,47691,2024-03-04,NO
17287,2021-06-21,890,23752,2024-10-14,NO
17288,2021-01-19,57,13619,2024-09-13,NO
17289,2021-06-22,2384,12213,2025-05-16,NO
17290,2021-06-22,2041,48152,2026-04-17,Yes
17291,2021-10-04,2149,9248,2023-10-12,NO
17292,2021-10-04,1395,45299,2025-01-24,NO
17293,2021-10-04,2740,48863,2026-08-01,Yes
17294,2019-01-17,2275,35480,2023-02-16,NO
17295,2021-10-28,2258,39228,2023-07-16,NO
17296,2021-10-28,2248,31817,2026-12-21,Yes
17297,2021-10-28,2244,14635,2025-10-05,Yes
17298,2021-10-28,2245,33869,2023-12-11,NO
17299,2021-10-28,2249,7127,2026-02-28,Yes
17300,2021-10-28,2246,19172,2024-03-01,NO
17301,2021-11-01,2248,5560,2025-03-27,NO
17302,2021-01-08,1331,24162,2026-02-17,Yes
17303,2021-01-08,1332,5835,2025-12-13,Yes
17304,2021-02-24,269,11015,2023-06-18,NO
17305,2021-01-08,760,22828,2023-12-29,NO
17306,2021-01-08,761,46668,2023-07-25,NO
17307,2021-01-08,763,7625,2023-04-29,NO
17308,2021-01-08,2649,18960,2024-05-04,NO
17309,2021-09-22,2817,39671,2024-02-07,NO
17310,2021-12-01,2817,24884,2023-11-02,NO
17311,2021-03-12,2817,45254,2024-02-12,NO
17312,2021-04-02,2817,47338,2024-03-28,NO
17313,2019-01-21,1823,6132,2026-11-27,Yes
17314,2021-09-15,70,30904,2023-10-10,NO
17315,2019-03-02,2351,37746,2023-10-11,NO
17316,2021-09-15,1620,16504,2026-06-16,Yes
17317,2021-09-15,1578,37797,2023-06-01,NO
17318,2020-07-27,2379,24861,2023-12-22,NO
17319,2021-09-15,70,17250,2024-11-17,NO
17320,2021-09-16,1546,18734,2023-06-03,NO
17321,2022-06-27,44,39166,2026-11-20,Yes
17322,2021-08-28,364,32488,2026-05-05,Yes
17323,2021-08-28,2221,5891,2023-11-16,NO
17324,2021-08-28,2093,42298,2026-10-24,Yes
17325,2019-06-25,163,33012,2023-08-09,NO
17326,2021-08-30,1775,33151,2023-08-23,NO
17327,2021-08-30,272,45595,2026-05-17,Yes
17328,2021-08-30,224,45067,2023-04-18,NO
17329,2021-12-02,2547,8059,2025-02-20,NO
17330,2022-03-11,1367,42478,2025-05-07,NO
17331,2021-09-25,1266,36890,2025-03-29,NO
17332,2020-02-21,166,19397,2024-06-09,NO
17333,2021-09-25,2329,11854,2023-10-29,NO
17334,2021-04-05,478,30338,2023-03-02,NO
17335,2021-04-06,1780,30404,2023-11-08,NO
17336,2021-04-07,574,18764,2026-08-05,Yes
17337,2021-04-07,123,37785,2026-02-01,Yes
17338,2021-02-26,541,29396,2025-03-12,NO
17339,2021-04-07,732,11983,2024-02-11,NO
17340,2021-05-26,166,16393,2026-01-13,Yes
17341,2021-06-21,582,41916,2024-03-15,NO
17342,2021-06-21,166,6905,2024-10-25,NO
17343,2021-06-21,166,39608,2025-06-06,NO
17344,2021-06-22,978,45874,2023-11-08,NO
17345,2021-06-22,1408,18615,2025-02-28,NO
17346,2021-06-22,414,24385,2026-07-29,Yes
17347,2021-06-22,400,24685,2024-07-18,NO
17348,2021-06-22,373,49839,2025-05-20,NO
17349,2021-06-22,1780,31245,2023-03-26,NO
17350,2019-01-02,2416,42423,2024-06-05,NO
17351,2021-03-24,523,9692,2026-09-24,Yes
17352,2019-04-19,950,13804,2024-04-07,NO
17353,2021-06-22,1784,11827,2024-09-18,NO
17354,2021-03-03,2817,35897,2024-01-23,NO
17355,2021-07-14,2817,12209,2024-04-17,NO
17356,2021-08-05,2817,9445,2023-11-09,NO
17357,2020-07-11,1367,13071,2023-11-10,NO
17358,2021-11-05,2817,5967,2023-11-07,NO
17359,2021-06-23,2156,32563,2024-04-30,NO
17360,2020-02-08,219,36998,2024-10-11,NO
17361,2021-09-16,2106,40241,2025-09-04,Yes
17362,2021-09-17,678,5118,2023-11-02,NO
17363,2021-09-17,678,46003,2024-08-31,NO
17364,2021-09-17,2344,49305,2025-05-11,NO
